8.3 2000
350 200
8205 29449 159 159

Coordinates
1            0         23.5            0
2          0.4         23.5            0
3            0         23.5      0.60324
4            0       22.895            0
5          0.4         23.5      0.60326
6          0.4       22.888            0
7            0       22.746      0.74172
8          0.4        22.74      0.74213
9            0         23.5        1.213
10            0       22.281            0
11          0.4         23.5       1.2132
12          0.4       22.267            0
13            0        22.86       1.5212
14            0       21.969      0.64728
15          0.4        22.86       1.5214
16          0.4       21.951      0.64952
17            0       22.282       1.2292
18          0.4       22.214       1.2075
19            0         23.5       1.8294
20            0       21.658            0
21          0.4         23.5       1.8297
22          0.4       21.636            0
23            0       22.207       1.8238
24            0       22.853       2.1408
25          0.4       21.349      0.50078
26            0       21.342      0.64952
27          0.4       22.207       1.8241
28          0.4       22.853       2.1412
29            0        21.63       1.4122
30          0.4       21.495       1.2049
31            0         23.5       2.4523
32            0       21.025            0
33          0.4         23.5       2.4528
34          0.4       20.995            0
35            0       22.202       2.4514
36            0       21.023        1.299
37          0.4       22.202        2.452
38          0.4       20.757      0.60904
39            0        22.85       2.7671
40            0       20.705      0.64952
41          0.4        22.85       2.7677
42          0.4       21.555       2.1332
43            0       21.599       2.2497
44            0         23.5       3.0819
45          0.4         23.5       3.0825
46            0       20.384            0
47            0       21.056        2.009
48          0.4       20.344            0
49          0.4       20.884       1.8426
50            0       22.989       3.3599
51          0.4       22.989       3.3606
52            0       20.397       1.4624
53          0.4       20.342        1.299
54            0       21.695       2.9666
55          0.4       21.592       2.8753
56            0       20.059      0.64952
57            0       22.358       3.3752
58          0.4       20.014      0.64952
59          0.4       22.331       3.3538
60          0.4       20.925       2.5363
61            0       21.064       2.7231
62            0         23.5       3.7181
63          0.4         23.5       3.7188
64            0       19.733            0
65          0.4       19.684            0
66            0       20.411       2.3731
67          0.4       20.102       2.0395
68            0       19.731        1.299
69            0        21.72         3.68
70            0        22.85       4.0394
71          0.4       21.631       3.6179
72          0.4        22.85       4.0402
73          0.4       19.598       1.2668
74            0       21.058       3.3461
75            0       19.404      0.64952
76          0.4       20.963       3.2811
77            0       19.793       1.9577
78          0.4       19.349      0.64952
79            0       20.412       3.0282
80            0         23.5       4.3607
81          0.4       20.295        2.942
82          0.4         23.5       4.3616
83            0       19.074            0
84          0.4       22.245       4.2617
85          0.4       19.015            0
86            0       22.038       4.2596
87            0       19.762       2.7015
88            0       19.015       1.4293
89            0        22.85       4.6853
90          0.4       19.176       1.8808
91            0       21.096       4.0929
92          0.4        22.85       4.6863
93          0.4       21.005       4.0295
94          0.4       19.486       2.5639
95            0        18.74      0.64952
96          0.4       18.713          0.5
97            0       20.448         3.77
98          0.4       20.335       3.6906
99          0.4       18.717       1.1651
100            0       19.128       2.3023
101            0         23.5         5.01
102          0.4         23.5        5.011
103            0       19.795       3.4452
104            0       18.406            0
105          0.4       19.666       3.3507
106          0.4        21.57       4.7658
107          0.4       18.336            0
108          0.4       22.236       5.1063
109            0       22.171       5.1187
110            0        19.09       3.0451
111            0        22.85       5.3378
112            0       21.303       4.9098
113          0.4       18.739         2.49
114          0.4        22.85       5.3389
115          0.4       18.431       1.8066
116            0       18.104       0.4998
117            0       20.483       4.5128
118          0.4       20.318       4.4109
119          0.4       17.991      0.64952
120            0       19.832       4.1892
121            0       18.286       1.9747
122            0       18.025        1.172
123          0.4       18.807        3.085
124            0         23.5       5.6656
125            0       18.457       2.6111
126          0.4         23.5       5.6668
127          0.4       20.826       5.0703
128            0       17.729            0
129            0       21.629       5.5361
130          0.4       19.058        3.795
131          0.4       21.629       5.5369
132          0.4       17.647            0
133            0       19.052       3.8507
134          0.4       19.568       4.4004
135          0.4        17.76       1.4028
136            0       20.603       5.1802
137            0       23.003       5.9645
138          0.4       23.003       5.9656
139            0       17.439       0.6034
140            0       22.355       5.9834
141          0.4       22.355       5.9844
142            0       19.868       4.9325
143            0       21.036       5.6815
144          0.4       19.934        5.055
145            0       18.233        3.361
146          0.4       17.298      0.64952
147            0       17.763       2.5364
148          0.4       18.058       3.0984
149          0.4        17.69       2.3682
150            0       19.202        4.592
151          0.4       18.444       3.7407
152            0       17.468       1.8758
153            0         23.5       6.3278
154          0.4         23.5       6.3291
155          0.4       18.805        4.398
156            0       17.043            0
157          0.4       21.027       5.9836
158          0.4       20.299       5.7102
159          0.4        16.95            0
160            0       20.379       5.7979
161            0       17.041        1.299
162            0       21.559       6.3121
163          0.4       17.136       1.8648
164            0       19.288       5.1435
165          0.4       19.184       5.0447
166            0        22.85       6.6621
167          0.4        22.85       6.6634
168          0.4       16.899         1.28
169          0.4       21.614       6.4637
170            0       16.695      0.64952
171            0       17.061       2.4434
172            0       17.327       3.1338
173          0.4       17.694       3.7517
174          0.4        17.31        3.119
175          0.4       19.549       5.6981
176          0.4       16.596      0.64952
177            0       18.163       4.4717
178            0       19.638       5.8022
179            0         23.5       6.9964
180            0       17.625       3.8214
181          0.4         23.5       6.9977
182          0.4       16.948       2.4649
183          0.4       18.057       4.4075
184            0       20.734       6.4563
185            0       16.634       1.8289
186            0       22.201        6.998
187            0       18.539       5.1177
188          0.4       22.201       6.9993
189            0       16.348            0
190          0.4       18.435       5.0483
191          0.4         16.5       1.9117
192          0.4       16.243            0
193          0.4        20.11        6.443
194            0       16.294        1.279
195            0       19.987       6.4269
196            0        22.85       7.3338
197          0.4       20.908       6.8831
198          0.4        22.85       7.3353
199            0       18.889       5.7779
200          0.4         18.8       5.7031
201          0.4       16.162       1.2457
202            0       16.634       2.9809
203            0       21.398       7.2175
204            0       15.997      0.64952
205          0.4       16.955       3.7326
206            0       17.492       4.5916
207          0.4       17.308       4.3914
208          0.4       16.563       3.0977
209            0       16.315       2.5013
210          0.4       15.885      0.64952
211          0.4       21.565       7.3948
212            0         17.8       5.1247
213          0.4       16.237       2.4327
214            0         23.5       7.6713
215          0.4         23.5       7.6728
216          0.4       19.176       6.3474
217          0.4       17.691        5.034
218            0        19.24       6.4371
219            0       20.361       7.0756
220            0       15.894       1.9092
221            0       22.227       7.7428
222            0       18.142       5.7418
223            0       15.645            0
224          0.4       22.227       7.7442
225            0       16.532       3.6839
226          0.4        18.05       5.6906
227          0.4       15.776       1.8826
228          0.4       15.527            0
229            0       16.822       4.4321
230            0       15.558        1.242
231            0        22.85        8.012
232          0.4        22.85       8.0135
233            0       19.612        7.073
234          0.4       20.243       7.3762
235          0.4        18.43       6.3361
236            0       18.494       6.4003
237          0.4       19.508       7.1012
238          0.4       15.434       1.2212
239            0       15.936        3.142
240          0.4       16.588       4.3858
241          0.4       16.209       3.7401
242            0       17.051       5.1083
243          0.4       15.881       3.0837
244          0.4       20.941       7.8155
245            0       15.289      0.64952
246            0       20.769       7.8147
247          0.4       16.943       5.0381
248            0       15.588        2.484
249            0         23.5       8.3526
250          0.4       15.519       2.4357
251          0.4         23.5       8.3542
252          0.4       15.165      0.64952
253            0       21.607       8.1562
254          0.4       21.607       8.1575
255            0       17.407       5.7622
256          0.4       17.321       5.6856
257            0       18.877       7.0308
258            0       19.952       7.6524
259          0.4       18.793       6.9912
260            0       15.171       1.8771
261            0       22.281       8.4737
262            0       14.934            0
263          0.4       22.281       8.4751
264            0       17.748       6.3632
265          0.4       17.681       6.3376
266          0.4       15.065       1.8663
267          0.4       14.802            0
268            0        22.85       8.6964
269          0.4        22.85        8.698
270            0       15.964       4.4337
271            0       14.833       1.2142
272          0.4       19.084       7.5612
273            0        15.58         3.79
274          0.4       19.644       7.8885
275            0       16.304       5.0682
276            0       19.207       7.7003
277            0        18.14       7.0022
278            0       20.314        8.225
279          0.4       20.314       8.2262
280          0.4       15.824       4.3584
281            0        15.23       3.1391
282          0.4       15.464       3.7022
283          0.4       18.043       6.9784
284          0.4       16.195       5.0223
285          0.4       14.712       1.2124
286          0.4       15.182       3.0998
287            0       16.663       5.7244
288            0       20.984       8.5612
289          0.4       20.984       8.5625
290            0       14.574      0.64952
291          0.4       16.555       5.6796
292            0       14.852       2.4952
293            0         23.5       9.0402
294          0.4         23.5       9.0419
295          0.4       14.792        2.466
296            0       21.657       8.8751
297          0.4       21.657       8.8764
298          0.4       14.436      0.64952
299            0       17.002        6.392
300          0.4       16.932       6.3258
301            0       18.483       7.6655
302          0.4       18.422       7.6255
303            0        19.61       8.3156
304            0       14.462       1.8577
305          0.4       22.374       9.1599
306            0       22.393       9.2074
307            0       14.214            0
308            0       17.391       7.0187
309          0.4       14.356       1.8643
310          0.4       17.297       6.9811
311            0       23.006       9.3489
312          0.4       23.006       9.3505
313          0.4       15.493       4.9289
314            0       15.191       4.4305
315            0       15.561       5.0744
316          0.4       14.069            0
317          0.4       19.017       8.2996
318          0.4       19.687       8.6373
319            0       14.833       3.7724
320            0       14.113       1.2023
321          0.4       15.076       4.3381
322            0       15.916       5.7012
323            0       18.875       8.3038
324          0.4       14.735       3.6758
325            0       20.368        8.988
326          0.4       20.368       8.9892
327          0.4       14.446       2.9891
328            0       14.456       3.1567
329          0.4       16.242       6.2454
330            0       17.752       7.6752
331          0.4       13.991       1.2172
332          0.4       17.672       7.6293
333            0       16.269        6.362
334          0.4       21.046       9.3081
335            0        13.85      0.64952
336            0       14.104       2.5048
337            0         23.5        9.734
338          0.4         23.5       9.7357
339            0       21.032       9.4616
340          0.4        14.05       2.5179
341            0       16.654       6.9964
342          0.4       21.717        9.622
343          0.4       15.583       5.7541
344          0.4       13.702      0.53279
345          0.4       16.547        6.969
346            0       18.126       8.3198
347            0       13.756        1.853
348            0       19.232       8.9591
349          0.4       13.728       1.8725
350          0.4       22.729       9.9374
351            0       22.744       9.9724
352            0       13.486            0
353            0       21.821       9.8779
354            0       14.819       5.0468
355            0       17.003       7.6568
356            0       14.427       4.4139
357            0       15.166       5.7097
358          0.4       14.788       5.1717
359          0.4       14.328       4.3044
360          0.4       13.439       1.2289
